Wine Type,Category,Table1.id,Table1.name,Table1.volume,Table1.ABV,Table1.location,Table1.country,Table1.producer,Table1.style,Table1.price,Table1.sugar,Table1.sweetness,Table1.total_alcohol_ml,Table1.value,Table1.type,Table1.class,Table1.rating,Table1.rating_norm,Table1.value_norm,Table1.score_norm,Table1.score
Red Blend,Red Wine,7780,Happy Dogs Red Blend,750,12.5,Chile,Chile,Vinedos Marchigue,Medium-bodied & Fruity,8.15,6,D - Dry,93.75,11.50306748,Red Blend,wine,,,2.316172106,,
Red Blend,Red Wine,11328,Penny Lane Red Blend,750,12.5,California,USA,Treasury Wine Estates,Medium-bodied & Fruity,8.15,17,D - Dry,93.75,11.50306748,Red Blend,wine,4,-0.553844918,2.316172106,-1.28280015,46.01226992
Red Blend,Red Wine,6049,Comuna Shiraz-Malbec,750,13.5,Mendoza,Argentina,Bodega Argento,Full-bodied & Smooth,8.95,7,D - Dry,101.25,11.31284916,Red Blend,wine,3.5,-1.198038994,2.251416322,-2.697284546,39.59497206
Red Blend,Red Wine,11032,Black Forest Cuvee Noir,750,12.5,Baden,Germany,Badischer Winzerkeller,Medium-bodied & Fruity,8.55,8,D - Dry,93.75,10.96491228,Red Blend,wine,4,-0.553844918,2.132968608,-1.181333824,43.85964912
Red Blend,Red Wine,5122,JP Azeito Red,750,13.5,"Set<fa>bal, Portugal","Set<fa>bal, Portugal","Bacalhoa Vinhos De Portugal, S.A.",Medium-bodied & Fruity,9.25,8,D - Dry,101.25,10.94594595,Red Blend,wine,5,0.734543234,2.126511924,1.562014947,54.72972975
Red Blend,Red Wine,5572,Julia Florista Red,750,13,Portugal,Portugal,Vidigal Wines Sa,Full-bodied & Smooth,9,13,D - Dry,97.5,10.83333333,Red Blend,wine,4.8,0.476865604,2.088175352,0.995779,51.99999998
Red Blend,Red Wine,10937,Cupcake Red Velvet,3000,13.5,California,USA,Cupcake Vineyards,Full-bodied & Smooth,37.75,14,D - Dry,405,10.72847682,Red Blend,wine,4.1,-0.425006103,2.052479182,-0.872316178,43.98675496
Sangiovese/Cabernet Sauvignon,White Wine,6141,"Tavernello, Sangiovese Cabernet",750,13,Emilia-Romagna,Italy,Caviro Soc. Coop.,Medium-bodied & Fruity,8.45,13,D - Dry,97.5,11.53846154,Sangiovese/Cabernet Sauvignon,wine,3.9,-0.682683733,2.328221261,-1.589438782,45.00000001
Red Table Wines (Unnamed Blends),Red Wine,7311,Robertson Winery Chapel Red,750,13,Western Cape,South Africa,Robertson Wide River Wine,Medium-bodied & Fruity,8.45,8,D - Dry,97.5,11.53846154,Red Table Wines (Unnamed Blends),wine,4,-0.553844918,2.328221261,-1.289473513,46.15384616
Tempranillo,Red Wine,5555,"Candidato Oro Tempranillo Garnacha, Castilla VDT",750,13,"Castilla y Le<f3>n, Spain","Castilla y Le<f3>n, Spain","Bodegas Martinez Bujanda, S.A.",Medium-bodied & Fruity,8.5,4,XD - Extra Dry,97.5,11.47058824,Tempranillo,wine,3.8,-0.811522548,2.305115239,-1.870652993,43.58823531
